LedgerID;LedgerName;VendorID;DUNS;LocalBusinessNumber;VATNumber;CompanyName;Address1;Address2;Town;County/State/Province;PostCode;Telephone;Fax;Country;LegalCode;LegalFormPM;OutOfBusinessIndicator;StartYear;PrimarySICCode;HeadQuarterDuns;DomesticUltimateDuns;DomesticUltimateCountry;DomesticUltimateCompanyName;GlobalUltimateDuns;GlobalUltimateCountry;GlobalUltimateCompanyName;CompanyEmployees;NetSales;NetWorth;TotalAssets;CurrentAssets;CurrentLiabilities;FinancialStrength;RiskRating;PMFailureAssignedScore;DBFailureScoreCurrent;DBFailureScore3Month;DBFailureScore6Month;DBFailureScore9Month;DBFailureScore12Month;CReditLimit;OriginalOverrideCode;DBDelinquencyScore;PaymentScore;DBCurrency
116564;ME;1000683;445092823;BG328209;2844370169;SERVICEINDUSTRIA DI COLOMBI SILVIA & C. SNC;VIA ALESSANDRO MANZONI 50;;SARNICO;BERGAMO;24067;354262072;35040902;IT;47;Partnership;;2001;5084;445092823;;;;;;;1;;;;;;B  ;3;41;41;41;41;41;41;49000.00;;46;;EUR
116564;ME;1003438;429182079;AN152034;1569310426;TASTITALIA SRL;VIA JESINA 27/P;;CASTELFIDARDO;ANCONA;60022;;717206000;IT;1867;Private Limited Company;;1972;3679;429182079;429182079;IT;TASTITALIA SRL;356488577;SE;Carl Bennet AB;67;9412768.00;5927009.00;10670460.00;8614210.00;2499107.00;2A ;1;100;100;100;100;100;100;420000.00;;86;78;EUR
116564;ME;1008297;435662398;BO519671;3444781201;TECNOAL SRL;VIA CLODOVEO BONAZZI 19/21;;CASTEL MAGGIORE;BOLOGNA;40013;517092301;51702335;IT;1867;Private Limited Company;;1985;3449;435662398;432240588;IT;TECNOAL SNC DI POPPI PAOLO & C.;432240588;IT;TECNOAL SNC DI POPPI PAOLO & C.;54;7005215.00;2710936.00;10039938.00;7599808.00;2956946.00;2A ;2;48;48;48;99;99;99;210000.00;;77;78;EUR
116564;ME;1005257;440874543;PV183099;1388790188;TERMOTECH SRL;VIA MONTEBELLO 45;;VIGEVANO;PAVIA;27029;381347857;381698730;IT;1867;Private Limited Company;;1990;3699;440874543;440874543;IT;TERMOTECH SRL;356450783;SE;Nibe Industrier AB;23;4154636.00;4213087.00;5408368.00;5253939.00;874354.00;2A ;1;98;98;98;100;99;99;260000.00;;64;78;EUR
116564;ME;1002896;428678858;MI522448;754460152;TOPFLIGHT ITALIA SPA;VIA CRISTOFORO COLOMBO 5;;VIDIGULFO;PAVIA;27018;3821850225;382696014;IT;1868;Public Company;;1959;2759;428678858;;;;;;;29;2157354.00;6736877.00;7925748.00;1955235.00;232449.00;2A ;1;100;100;100;100;100;100;50000.00;;100;75;EUR
116564;ME;1002178;447496675;VI235887;2505070249;TRE S SRL;VIA DEL PROGRESSO 26;;SOVIZZO;VICENZA;36050;444551224;444376246;IT;1867;Private Limited Company;;1995;3353;447496675;;;;;;;24;2705083.00;263790.00;2352890.00;1708400.00;1336160.00;C  ;2;88;88;88;88;65;65;110000.00;;94;76;EUR
116564;ME;1002572;428871408;VA143766;3626000156;VISENTIN ANSELMO;VIA MONTE GENEROSO 282;;CARONNO PERTUSELLA;VARESE;21042;29650766;;IT;6150;Proprietorship;;1977;2599;428871408;;;;;;;3;;;;;;D  ;2;47;47;47;47;47;47;23000.00;;38;;EUR
116564;ME;1004168;458864019;VE326350;4956870960;ZIEHL-ABEGG ITALIA SRL;VIA I MAGGIO 10;;DOLO;VENEZIA;30031;415101817;415131953;IT;1867;Private Limited Company;;2005;5084;458864019;458864019;IT;ZIEHL-ABEGG ITALIA SRL;342737560;DE;ZIEHL HOLDING SE;37;45464692.00;14533408.00;17722549.00;17464136.00;2664808.00;3A ;1;98;98;98;98;99;99;5100000.00;;99;80;EUR
116564;ME;1004080;656062833;34051920;;DELTA ELECTRONICS, INC.;No. 186, Ruiguang Rd.,;;Taipei City;;11491;02-87972088;02-87972120;TW;LSC/115 ;Public Company;;1975;3679;656062833;656062833;TW;DELTA ELECTRONICS, INC.;656062833;TW;DELTA ELECTRONICS, INC.;9047;282605493000.00;103130011000.00;336416215000.00;174886855000.00;94023501000.00;5A ;1;95;95;;;;;;;;76;TWD
116564;ME;1003984;8283996;;952151641;California Fine Wire Co.;338 S 4th St;;Grover Beach;California;934331999;805 489-5144;;US;3;Private Limited Company;;1961;3357;8283996;8283996;US;California Fine Wire Co.;8283996;US;California Fine Wire Co.;65;;;;;;1R ;2;97;97;97;97;97;97;60000.00;;97;80;USD
116564;ME;5073895;5073895;;362162305;Deringer-Ney Inc.;353 Woodland Ave;;Bloomfield;Connecticut;60021386;860 242-2281;;US;3;Private Limited Company;;1950;3469;5073895;;;;;;;396;;;;;;1R ;2;81;81;74;74;74;74;300000.00;;93;77;USD
116565;NO COD;1001945;328148106;80333B131361;812962726;AMADA Weld Tech GmbH;Lindberghstr. 1;;Puchheim;Bayern;82178;089/8394030;089/83940310;DE;7113;Private Limited Company;;2000;3548;328148106;328148106;DE;AMADA Weld Tech GmbH;690539150;JP;AMADA CO., LTD.;64;49253853.00;17270298.00;32060264.00;24570308.00;7639214.00;3A ;1;94;94;96;96;97;;606000.00;;;82;EUR
116565;NO COD;1006721;317938488;80333V4461;129515865;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung eingetragener Verein;Hansastr. 27c;;München;Bayern;80686;089/12050;089/12057531;DE;7100;Other;;1949;8641;317938488;317938488;DE;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung eingetragener Verein;317938488;DE;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung eingetragener Verein;28000;2704472691.00;15355630.00;3708385981.00;1308790291.00;440729171.00;5A ;2;64;64;57;57;57;;1455000.00;;;69;EUR
116565;NO COD;21004;379677925;4,09453E+13;;WIND RIVER;5 AVENUE CARNOT;;MASSY;ESSONNE;91300;;;FR;2095;Private Limited Company;;1996;2741;379677925;379677925;FR;WIND RIVER;876542077;US;Tpg Capital Management, L.P.;17;14192038.00;12391964.00;19696142.00;19281787.00;6956023.00;3A ;1;78;78;79;80;80;80;33000.00;;;61;EUR
116565;NO COD;1009570;440658813;BS356657;3309390171;ABL AUTOMAZIONE SRL;VIA MANDOLOSSA 102;;GUSSAGO;BRESCIA;25064;303731822;303731298;IT;1867;Private Limited Company;;1995;3559;440658813;439381112;IT;INDUSTRIE SALERI ITALO SPA;439381112;IT;INDUSTRIE SALERI ITALO SPA;43;8025284.00;92517.00;10315306.00;7838687.00;7945309.00;E  ;3;9;9;9;9;97;99;4100.00;;77;77;EUR
116565;NO COD;1011590;654774850;MI1718901;8238310018;ALTEN ITALIA SPA;VIA GAETANO CRESPI 12;;MILANO;MILANO;20134;236571000;;IT;1868;Public Company;;1983;7372;654774850;654774850;IT;ALTEN ITALIA SPA;502875784;FR;ALTEN;2275;106427894.00;30589128.00;70809110.00;67504269.00;35933006.00;4A ;1;100;100;100;100;100;100;110000.00;;94;78;EUR
116565;NO COD;1006831;430256186;PG272575;3216310544;ANGELANTONI TEST TECHNOLOGIES SRL;LOCALITA' CIMACOLLE 464;;MASSA MARTANA;PERUGIA;6056;7589551;758955200;IT;1867;Private Limited Company;;1987;3559;430256186;438723850;IT;ANGELANTONI INDUSTRIE SRL;438723850;IT;ANGELANTONI INDUSTRIE SRL;207;38478347.00;9381457.00;70044933.00;53980973.00;53145455.00;2A ;2;71;71;71;40;40;40;1800000.00;;75;80;EUR
116565;NO COD;1005336;516982993;;;ASSIDIM;VIA PANTANO 2;;MILANO;MILANO;20122;28056207;;IT;9143;Other;;1981;8699;516982993;;;;;;;13;;;;;;O  ;1;99;99;99;99;98;98;9300.00;;45;;EUR
116565;NO COD;1001681;446467040;BS420352;3564460172;ASSYRUS SRL;PIAZZALE CESARE BATTISTI 7;;BRESCIA;BRESCIA;25128;30397976;30381092;IT;1867;Private Limited Company;;2000;5065;446467040;446467040;IT;ASSYRUS SRL;446467040;IT;ASSYRUS SRL;13;4875717.00;449005.00;2357951.00;1712762.00;1690798.00;B  ;2;76;76;76;75;75;75;170000.00;;85;72;EUR
116565;NO COD;1011808;438119773;BS421646;2139800987;AVANTEK DI CHIARINI GIOVANNI & C. SAS;VIA RANGO 40/42;SAN SEBASTIANO;LUMEZZANE;BRESCIA;25065;;308248403;IT;1869;Partnership;;2000;5072;438119773;;;;;;;3;;;;;;GG ;3;8;8;8;22;34;34;2000.00;;44;64;EUR
116565;NO COD;1002387;514037949;VA259265;2457370126;AXEL SRL;VIALE VINCENZO DANDOLO 5;;VARESE;VARESE;21100;332949600;332969315;IT;1867;Private Limited Company;;1998;1799;514037949;428113930;IT;FICEP SPA;428113930;IT;FICEP SPA;9;683174.00;498346.00;751404.00;715078.00;143976.00;B  ;1;95;95;95;94;75;95;4700.00;;93;80;EUR
116565;NO COD;1010699;629889981;MI1353756;10195970156;BGP MANAGEMENT CONSULTING SPA;VIA FELICE CAVALLOTTI 15;;MILANO;MILANO;20122;245475350;245475349;IT;1868;Public Company;;1990;7372;629889981;629889981;IT;BGP MANAGEMENT CONSULTING SPA;629889981;IT;BGP MANAGEMENT CONSULTING SPA;161;28335652.00;5499903.00;20985049.00;19095985.00;11608734.00;2A ;1;100;100;100;100;100;100;1100000.00;;92;76;EUR
116565;NO COD;1000556;432602399;CN135919;1786630044;BI ESSE SPA;VIA CHIARINI B. 7;;FOSSANO;CUNEO;12045;172693347;172693228;IT;1868;Public Company;;1980;5063;432602399;432602399;IT;BI ESSE SPA;432602399;IT;BI ESSE SPA;310;131763774.00;39717844.00;121702207.00;98191444.00;63934153.00;4A ;1;98;98;98;98;96;96;13000000.00;;78;77;EUR
116565;NO COD;1004810;338840867;BS511269;3171310984;C.I.E.B. ELETTROFORNITURE SPA;VIA GIAN BATTISTA CACCIAMALI 62;;BRESCIA;BRESCIA;25125;30347653;303533694;IT;1868;Public Company;;1974;5063;338840867;439892163;IT;CIEB HOLDING SPA;439892163;IT;CIEB HOLDING SPA;133;59230465.00;12082476.00;49532898.00;45524324.00;25868174.00;3A ;1;100;100;100;100;99;99;6000000.00;;100;78;EUR
116565;NO COD;1008718;436442631;BS360166;3329360170;CAUTO-CANTIERE AUTOLIMITAZIONE COOP SOCIALE A RL;VIA BUFFALORA 3/E;;BRESCIA;BRESCIA;25135;303775958;;IT;1998;Other;;1995;4953;436442631;;;;;;;441;18354660.00;5171313.00;21851777.00;10834324.00;13085424.00;2A ;1;95;95;95;99;99;99;630000.00;;99;78;EUR
116565;NO COD;1010306;437941025;VE411763;4416770271;CCELERA SRL;VIA DELLE INDUSTRIE 27 INT 7;;VENEZIA;VENEZIA;30175;;;IT;1867;Private Limited Company;;2017;8742;437941025;437941025;IT;CCELERA SRL;300204329;AT;ARSENALIA GmbH;117;9781189.00;881959.00;7245505.00;7174166.00;4702684.00;A  ;1;99;99;99;99;81;81;38000.00;;95;80;EUR
116565;NO COD;1000779;514269331;MI1527910;2720500962;CGT LOGISTICA SISTEMI SPA IN FORMA ABBREVIATO CLS SPA;STRADA PROVINCIALE 121;;CARUGATE;MILANO;20061;29250111;29250111;IT;1868;Public Company;;1997;7359;514269331;435247197;IT;CENTAURO SRL;435247197;IT;CENTAURO SRL;333;85692233.00;41135881.00;94035478.00;53365557.00;36749049.00;4A ;1;100;100;100;100;96;96;6200000.00;;79;77;EUR
116565;NO COD;3182;444778443;BS323956;3098880176;CLIMAT SRL;VIA LABIRINTO 153;;BRESCIA;BRESCIA;25125;303544991;303533264;IT;1867;Private Limited Company;;1990;1711;444778443;428735277;IT;IMMOBILI & PARTECIPAZIONI SRL;428735277;IT;IMMOBILI & PARTECIPAZIONI SRL;7;1783445.00;1026994.00;3493264.00;3120395.00;2247339.00;1A ;1;98;98;98;98;98;98;150000.00;;100;80;EUR
116565;NO COD;1008647;430971657;BS462094;2585290980;CONSORZIO CANTIERAPERTO SOCIETA' COOPERATIVA SOCIALE ONLUS;VIA BUFFALORA 3/E;;BRESCIA;BRESCIA;25129;;;IT;12472;Other;;2004;7389;430971657;;;;;;;1;4327385.00;105776.00;3234277.00;2938998.00;3114691.00;D  ;2;57;57;57;57;63;58;32000.00;;38;;EUR
116565;NO COD;1010337;431678452;TO608019;4006210019;CONVEY SRL;VIA SAGRA DI SAN MICHELE 27;;TORINO;TORINO;10139;;114341691;IT;1867;Private Limited Company;;1982;7389;431678452;;;;;;;42;4231225.00;2949159.00;4192827.00;4066802.00;926870.00;2A ;1;98;98;98;98;98;100;190000.00;;55;;EUR
116565;NO COD;1008428;432211548;RE132738;464110352;COOP ITALIANA DI RISTORAZIONE SOC COOP ESSA PUO' ESSERE ANCHE CON DENOMINAZIONE CIRFOOD S.;VIA ALFRED BERNHARD NOBEL 19;;REGGIO NELL'EMILIA;REGGIO EMILIA;42124;52253011;522530100;IT;1998;Other;;1977;5812;432211548;432211548;IT;COOP ITALIANA DI RISTORAZIONE SOC COOP ESSA PUO' ESSERE ANCHE CON DENOMINAZIONE CIRFOOD S.C.;432211548;IT;COOP ITALIANA DI RISTORAZIONE SOC COOP ESSA PUO' ESSERE ANCHE CON DENOMINAZIONE CIRFOOD S.C.;11336;403765579.00;156422256.00;411509108.00;233873742.00;191789508.00;5A ;3;41;41;41;97;97;97;7300000.00;;71;76;EUR
116565;NO COD;1002793;440882686;MI1255030;13137960152;DIMAC RED SPA;VIA PAPA GIOVANNI XXIII 25;;BIASSONO;MONZA E BRIANZA;20853;392494856;39491773;IT;1868;Public Company;;1987;5063;440882686;;;;;;;28;16327142.00;6610654.00;10786205.00;8540404.00;2462782.00;2A ;1;94;94;94;94;85;85;1600000.00;;81;47;EUR
116565;NO COD;5166;431699750;CO158774;704320134;E.T.A. SPA;VIA MONTE BARZAGHINO 6;;CANZO;COMO;22035;31673611;31670525;IT;1868;Public Company;;1978;3441;431699750;431699750;IT;E.T.A. SPA;431699750;IT;E.T.A. SPA;174;31442766.00;22192841.00;51608640.00;20927293.00;17047718.00;3A ;1;97;97;97;87;87;87;2000000.00;;100;76;EUR
116565;NO COD;1011715;428573018;MI818718;1385850159;EGON ZEHNDER INTERNATIONAL SPA;VIA SANTA MARGHERITA 7;;MILANO;MILANO;20121;2869621;;IT;1868;Public Company;;1971;7363;428573018;428573018;IT;EGON ZEHNDER INTERNATIONAL SPA;481642197;CH;EGON ZEHNDER INTERNATIONAL AG;58;21703330.00;14787810.00;29593769.00;26997192.00;12097565.00;3A ;1;100;100;100;100;100;100;990000.00;;71;;EUR
116565;NO COD;1011145;437265145;BS564651;3807760982;ELETTRO 2019 SRL;VIA GIUSEPPE MAZZINI 15;;MAIRANO;BRESCIA;25030;30975337;;IT;1867;Private Limited Company;;2016;1731;437265145;;;;;;;14;975326.00;41572.00;506839.00;503442.00;361361.00;F  ;2;47;47;47;20;20;20;6800.00;;83;80;EUR
116565;NO COD;1004151;338315516;BS452286;2469760983;ELETTRON SRL;VIA CADUTI DEL LAVORO 26;;GHEDI;BRESCIA;25016;30902851;307281315;IT;1867;Private Limited Company;;2004;1731;338315516;;;;;;;32;3945701.00;206082.00;3010715.00;2561100.00;2034679.00;C  ;1;91;91;91;80;65;65;93000.00;;97;69;EUR
116565;NO COD;1008343;439267142;BS154286;447900176;ELETTROTECNICA SEBINA SNC DI BARBIERI M.A. CORSINI R. DE CAPRIO B. SIMONI V.;VIA ACHILLE GRANDI 39;;CORTE FRANCA;BRESCIA;25040;30980467;30980467;IT;47;Partnership;;1966;1731;439267142;;;;;;;10;;;;;;HH ;2;90;90;90;96;96;96;22000.00;;100;79;EUR
116565;NO COD;105073;432605533;MI1215374;8302040152;ELEXIND SPA;VIA AUGUSTO ERBA 35/37;;MELZO;MILANO;20066;;292103554;IT;1868;Public Company;;1986;5063;432605533;432605533;IT;ELEXIND SPA;432605533;IT;ELEXIND SPA;14;7483146.00;3655780.00;6152039.00;5557366.00;1423913.00;2A ;1;100;100;100;99;99;99;690000.00;;88;79;EUR
116565;NO COD;1000858;429717655;VA186048;1490000120;ELMEC INFORMATICA SPA;VIA PRET 1;;BRUNELLO;VARESE;21020;332802111;332870430;IT;1868;Public Company;;1984;7372;429717655;428220214;IT;HINFO SPA;428220214;IT;HINFO SPA;565;114180502.00;52918950.00;116524334.00;91396387.00;48288513.00;5A ;1;100;100;100;100;100;100;8100000.00;;97;80;EUR
116565;NO COD;1011829;430362277;RM531128;5724831002;ENGINEERING - INGEGNERIA INFORMATICA SPA;PIAZZALE DELL'AGRICOLTURA 24;;ROMA;ROMA;144;666514622;687595001;IT;1868;Public Company;;1980;7372;430362277;440991075;IT;CENTURION NEWCO SPA;372053474;LU;Centurion Topco S.à r.l.;7295;881805920.00;808190577.00;1721836652.00;835540703.00;577479433.00;5A ;1;95;95;95;95;90;90;3300000.00;;41;68;EUR
116565;NO COD;1006131;430515456;MI1982296;7796070964;EPLAN SOFTWARE & SERVICE SRL;VIA NICCOLO' MACHIAVELLI 4/6;;PIOLTELLO;MILANO;20096;22504812;226512327;IT;1867;Private Limited Company;;2012;5065;430515456;430515456;IT;EPLAN SOFTWARE & SERVICE SRL;312527676;DE;RITTAL Software Systems International Stiftung & Co. KG;25;7236783.00;1503565.00;4984381.00;4589294.00;2945201.00;1A ;2;50;50;50;50;78;95;280000.00;;66;61;EUR
116565;NO COD;1011213;436099142;BS338493;3186150177;ERREBI IMPIANTI SRL;VIA LE GHISELLE 26;;CASTENEDOLO;BRESCIA;25014;302501102;;IT;1867;Private Limited Company;;1992;1731;436099142;;;;;;;26;6752951.00;1951524.00;7507371.00;6426747.00;3987859.00;1A ;1;100;100;96;100;100;100;400000.00;;99;79;EUR
116565;NO COD;1011151;437929968;BG444655;4210770162;EVLASER SRL;VIA SAN CARLO 45;;CASNIGO;BERGAMO;24020;35726301;;IT;1867;Private Limited Company;;1978;3577;437929968;435448644;IT;LURO PARTECIPAZIONI SRL;435448644;IT;LURO PARTECIPAZIONI SRL;37;2745962.00;718196.00;2895954.00;2447442.00;1108587.00;A  ;3;26;26;40;40;40;40;52000.00;;80;79;EUR
116565;NO COD;17164;443040910;VR210055;1990710236;EXOR INTERNATIONAL SPA;VIA MONTE FIORINO 9;;SAN GIOVANNI LUPATOTO;VERONA;37057;458750404;458779023;IT;1868;Public Company;;1987;1799;443040910;443040910;IT;EXOR INTERNATIONAL SPA;443040910;IT;EXOR INTERNATIONAL SPA;136;37186389.00;11316016.00;40794270.00;23216826.00;17280594.00;3A ;1;100;100;100;100;96;96;3200000.00;;85;76;EUR
116565;NO COD;1002466;563568372;MI1700581;3749010967;FINDIS SRL;VIA AMERIGO VESPUCCI 4/5;;TORBOLE CASAGLIA;BRESCIA;25030;302151103;302157515;IT;1867;Private Limited Company;;2002;5063;563568372;429532966;IT;STEFAN SRL;429532966;IT;STEFAN SRL;3;1466528.00;405643.00;1194083.00;837173.00;649456.00;B  ;1;92;92;92;63;63;63;140000.00;;100;80;EUR
116565;NO COD;1003501;338315270;BS446152;2391270986;GIOTTO SRL;VIA LOMBARDIA 5;;MANERBIO;BRESCIA;25025;309384553;309384554;IT;1867;Private Limited Company;;2003;1799;338315270;;;;;;;6;716334.00;191126.00;482269.00;461463.00;254133.00;C  ;1;93;93;93;89;87;87;21000.00;;85;78;EUR
116565;NO COD;1001886;428304323;MI326334;911430155;I.C.M.A. SAN GIORGIO INDUSTRIA COSTRUZIONI MACCHINE E AFFINI SPA;VIA MADONNINA 75;;SAN GIORGIO SU LEGNANO;MILANO;20034;331407004;331405507;IT;1868;Public Company;;1945;3569;428304323;;;;;;;50;6865317.00;8176583.00;17713341.00;14661119.00;4294026.00;2A ;2;90;90;94;97;95;83;460000.00;;98;72;EUR
116565;NO COD;110099;514270912;BS397830;3438450177;I.P.S. IMPIANTI SRL;VIA DEL CAMPASSO 7;COLOMBARO;CORTE FRANCA;BRESCIA;25040;30984554;309828124;IT;1867;Private Limited Company;;1998;1799;514270912;;;;;;;14;1508924.00;288591.00;1489745.00;1427446.00;1084742.00;C  ;1;99;99;99;99;93;93;74000.00;;96;73;EUR
116565;NO COD;9133;514310213;VA286342;12640280157;IEMME SPA;VIA BOSCHI BELLI 6;;GORLA MAGGIORE;VARESE;21050;3313687111;331369380;IT;1868;Public Company;;1991;3549;514310213;338378052;IT;IEMME GROUP SRL;338378052;IT;IEMME GROUP SRL;14;5369236.00;2152890.00;8262703.00;5840301.00;2809510.00;2A ;1;91;91;91;91;91;93;670000.00;;84;79;EUR
116565;NO COD;9107;428188051;BS350460;3268280173;INTEK SPA;VIA GIUSEPPE MAZZINI 75;;REZZATO;BRESCIA;25086;302591857;302594351;IT;1868;Public Company;;1994;8734;428188051;;;;;;;12;1506885.00;1515108.00;2640736.00;1089832.00;524433.00;1A ;1;100;100;100;100;100;100;3300.00;;94;80;EUR
116565;NO COD;1004578;338561067;MI1878591;1234020525;INTERMONTE SIM SPA;GALLERIA DE CRISTOFORIS 7/8;;MILANO;MILANO;20122;2771151;277115300;IT;1868;Public Company;;1995;6231;338561067;431104955;IT;INTERMONTE HOLDING SIM SPA SIGLABILE ANCHE INTERMONTE HOLDING SOCIETA' DI INTERMEDIAZIONE MOBILIARE SPA INTERMONTE HOLDI;431104955;IT;INTERMONTE HOLDING SIM SPA SIGLABILE ANCHE INTERMONTE HOLDING SOCIETA' DI INTERMEDIAZIONE MOBILIARE SPA INTERMONTE HOLDI;124;;;;;;5A ;1;100;100;100;100;100;100;38000000.00;;90;80;EUR
116565;NO COD;1005591;339243966;VR249004;2601270230;INTESYS SRL;VIA ROVEGGIA 122/A;;VERONA;VERONA;37136;45503663;45503604;IT;1867;Private Limited Company;;1995;7372;339243966;339243966;IT;INTESYS SRL;339243966;IT;INTESYS SRL;64;4707000.00;1865605.00;4577101.00;2311241.00;1587328.00;1A ;1;100;100;100;100;100;100;15000.00;;86;80;EUR
116565;NO COD;1006231;339499447;BS528100;3366000986;INTRAMEDIA SRL;VIA BERSAI 8/A;;GARDONE VAL TROMPIA;BRESCIA;25063;308900218;302055441;IT;1867;Private Limited Company;;2011;5093;339499447;;;;;;;12;2670963.00;715382.00;1757788.00;1574579.00;914196.00;A  ;2;86;86;86;86;82;82;21000.00;;99;80;EUR
116565;NO COD;1009702;435361485;BS349642;3355170170;IPSAI SRL;VIA CAMILLO GOLGI 5/7;;GUSSAGO;BRESCIA;25064;309884228;309884228;IT;1867;Private Limited Company;;1991;8999;435361485;;;;;;;2;471512.00;43810.00;260450.00;115193.00;111889.00;F  ;1;95;95;95;88;80;80;2000.00;;91;74;EUR
116565;NO COD;1000440;338338851;MN219114;2039020207;IT LINK SRL;VIA STAZIONE ROMANORE 2;;BORGO VIRGILIO;MANTOVA;46034;283428050;;IT;1867;Private Limited Company;;2003;8742;338338851;435004481;IT;QINTESI SPA;435004481;IT;QINTESI SPA;38;5256383.00;269958.00;2664934.00;2213238.00;1843887.00;C  ;2;76;76;76;78;100;100;4800.00;;100;80;EUR
116565;NO COD;1001735;429268154;TO281914;501050017;JACOBACCI & PARTNERS SPA;CORSO EMILIA 8;;TORINO;TORINO;10152;112440311;11286300;IT;1868;Public Company;;1957;7389;429268154;444536049;IT;FINPAT SPA;444536049;IT;FINPAT SPA;285;57365115.00;28813109.00;65021358.00;35038647.00;19305525.00;4A ;1;100;100;100;100;100;100;300000.00;;100;73;EUR
116565;NO COD;1011874;440035438;BG456719;4358880161;KEKAO SRL SEMPLIFICATA;VIA LEONARDO DA VINCI 32;;TREVIGLIO;BERGAMO;24047;;;IT;1867;Private Limited Company;;2019;8742;440035438;;;;;;;1;415094.00;63994.00;176665.00;172949.00;112671.00;E  ;2;60;60;60;30;30;30;9200.00;;40;;EUR
116565;NO COD;1001732;459387155;BG290701;2460270164;KOAN SAS DI CAVALLINI MARCO & C.;PIAZZA VARSAVIA 14;;BERGAMO;BERGAMO;24128;35255235;1782239748;IT;1869;Partnership;;1996;7372;459387155;;;;;;;1;;;;;;HH ;2;74;74;74;69;69;69;4800.00;;61;;EUR
116565;NO COD;1010050;435424168;RM1007937;1704740560;NIUMA SRL;VIA GIACOMO PERONI 400;;ROMA;ROMA;131;283593500;640042121;IT;1867;Private Limited Company;;2002;7372;435424168;435424168;IT;NIUMA SRL;435424168;IT;NIUMA SRL;160;8086238.00;1285593.00;5311801.00;4234794.00;1993837.00;1A ;1;100;100;100;100;100;100;510000.00;;92;67;EUR
116565;NO COD;1011754;338833358;BO429490;2311131201;NORBLAST SRL;VIA FRATELLI CARPIGIANI 7;;BOLOGNA;BOLOGNA;40138;51531037;51530133;IT;1867;Private Limited Company;;1977;3549;338833358;432082436;IT;NORBLAST DI NORELLI REMO & C. SAS;432082436;IT;NORBLAST DI NORELLI REMO & C. SAS;34;8027212.00;4649655.00;7079991.00;6743220.00;1900047.00;2A ;1;99;99;99;98;98;98;620000.00;;89;80;EUR
116565;NO COD;1006227;446466141;BS420070;3565250176;P & P SRL;VIA SANDRO PERTINI 2/C;;CAZZAGO SAN MARTINO;BRESCIA;25046;302587163;302584629;IT;1867;Private Limited Company;;2000;7389;446466141;;;;;;;8;1363046.00;110166.00;658316.00;170980.00;476909.00;D  ;2;65;65;65;58;49;55;35000.00;;87;80;EUR
116565;NO COD;1007584;432096472;MI1544680;12269440157;PEGASO SRL;VIA VINCENZO MONTI 32;;MILANO;MILANO;20123;331407226;;IT;1867;Private Limited Company;;1997;7342;432096472;;;;;;;60;1668405.00;222473.00;1107264.00;705220.00;554937.00;C  ;1;99;99;99;95;95;95;28000.00;;100;80;EUR
116565;NO COD;1003805;428730804;BS479806;2805640980;PETRARCA SAS DI MUSTAPHA ABOU EL ASOUED;VIA ROMA 43;;COLLEBEATO;BRESCIA;25060;;;IT;1869;Partnership;;2006;7349;428730804;;;;;;;73;1609658.00;636530.00;1162074.00;523636.00;330210.00;A  ;2;65;65;65;65;60;60;7500.00;;54;;EUR
116565;NO COD;1000634;439176116;BG254594;2006010165;PROJECT INFORMATICA SRL;VIA CARLO CATTANEO 6;;STEZZANO;BERGAMO;24040;352050301;354540293;IT;1867;Private Limited Company;;1990;5065;439176116;440187283;IT;ITECH HOLDING SRL;372129308;LU;Tempus Holdings 79 S.à r.l.;225;118551485.00;29765949.00;89692600.00;56501935.00;26891802.00;4A ;1;98;98;98;98;98;98;12000000.00;;88;74;EUR
116565;NO COD;14051;435402461;BS364285;1985160983;PROTECNO SRL SERVIZI TECNICI E COSTRUZIONI IMPIANTI;VIALE VENEZIA 94;;BRESCIA;BRESCIA;25123;3044083;302898189;IT;1867;Private Limited Company;;1996;8711;435402461;;;;;;;1;173510.00;38094.00;139801.00;134997.00;84824.00;F  ;1;99;99;99;99;96;96;2000.00;;91;76;EUR
116565;NO COD;1010503;438898386;BS577705;3964570984;RM DESIGN SRL;VIA DONATORI DI SANGUE 36;;RODENGO SAIANO;BRESCIA;25050;;;IT;1867;Private Limited Company;;2018;7336;438898386;;;;;;;2;243659.00;94406.00;198998.00;192790.00;99628.00;E  ;2;81;81;81;81;81;81;12000.00;;83;80;EUR
116565;NO COD;1006660;338331159;MI1700543;3761580962;SOCIETA' MUNICIPALE GAS;VIA STATUTO 8/N;;ARESE;MILANO;20044;;293583799;IT;1867;Private Limited Company;;2002;4932;338331159;338719366;IT;CENTREX ITALIA SPA;531646390;RU;ROSIMUSHCHESTVO, FKU;15;8047338.00;1148125.00;4240533.00;3821094.00;2506306.00;1A ;1;97;97;97;99;99;99;560000.00;;68;;EUR
116565;NO COD;1001875;438335440;VR221183;2165760238;STULZ SPA;VIA EVANGELISTA TORRICELLI 3;;VALEGGIO SUL MINCIO;VERONA;37067;456331615;456331611;IT;1868;Public Company;;1989;3564;438335440;438335440;IT;STULZ SPA;316688647;DE;Stulz Verwaltungs GmbH & Co. KG;222;48978599.00;27995638.00;42349414.00;29957401.00;13352530.00;4A ;1;100;100;100;99;99;99;4200000.00;;94;80;EUR
